"Event.Index";"UTC.Timestamp";"UTC.Date";"Local.Timestamp";"Local.Timezone";"Local.Date";"Experiment.ID";"Experiment.Version";"Tree.Node.Key";"Repeat.Key";"Schedule.ID";"Participant.Public.ID";"Participant.Private.ID";"Participant.Starting.Group";"Participant.Status";"Participant.Completion.Code";"Participant.External.Session.ID";"Participant.Device.Type";"Participant.Device";"Participant.OS";"Participant.Browser";"Participant.Monitor.Size";"Participant.Viewport.Size";"Checkpoint";"Task.Name";"Task.Version";"counterbalance.9qvq";"checkpoint.ngg1";"checkpoint.nubw";"checkpoint.t5ey";"Question.Key";"Response"
"15";1593682755447;"02/07/2020 09:39:15";1593682755292;1;"02/07/2020 10:39:15";18619;2;"questionnaire-b579";NA;5866504;"55b770e3fdf99b0416ce53da";1651031;NA;"complete";NA;"5efd9e3447e6e500087f767b";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x754";"demographics done";"demographic";4;"BRAC2_horiLA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"17320"
"1";1593697574394;"02/07/2020 13:46:14";1593697574992;-4;"02/07/2020 09:46:14";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1535x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1593697606806;"02/07/2020 13:46:46";1593697607465;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex";"male"
"3";1593697606978;"02/07/2020 13:46:46";1593697607473;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"1"
"4";1593697606978;"02/07/2020 13:46:46";1593697607485;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"age";"19"
"5";1593697606978;"02/07/2020 13:46:46";1593697607490;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1593697606978;"02/07/2020 13:46:46";1593697607494;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1593697606978;"02/07/2020 13:46:46";1593697607498;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1593697606978;"02/07/2020 13:46:46";1593697607502;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"response-3";"English"
"9";1593697606978;"02/07/2020 13:46:46";1593697607506;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"country";"Canada"
"10";1593697606978;"02/07/2020 13:46:46";1593697607510;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education";"Some university/higher education but no degree"
"11";1593697606978;"02/07/2020 13:46:46";1593697607514;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"4"
"12";1593697606978;"02/07/2020 13:46:46";1593697607518;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Some knowledge as amateur"
"13";1593697606978;"02/07/2020 13:46:46";1593697607522;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"2"
"14";1593697606978;"02/07/2020 13:46:46";1593697607526;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1593697606978;"02/07/2020 13:46:46";1593697607530;-4;"02/07/2020 09:46:47";18619;2;"questionnaire-b579";NA;5872240;"5eac911e8fdf2d3021221f6a";1652513;NA;"complete";NA;"5efde020d8e2f824dba06b46";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1518x794";"demographics done";"demographic";4;"BRAC2_vertAA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"32539"
"1";1593697576005;"02/07/2020 13:46:16";1593697575939;1;"02/07/2020 14:46:15";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1593697607775;"02/07/2020 13:46:47";1593697607759;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"sex";"female"
"3";1593697607853;"02/07/2020 13:46:47";1593697607760;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"4";1593697607853;"02/07/2020 13:46:47";1593697607760;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"age";""
"5";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"31822"
"9";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"country";"Ireland"
"10";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"education";"High school diploma"
"11";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"education-quantised";"3"
"12";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge";"Some knowledge as amateur"
"13";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"2"
"14";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"comment";""
"15";1593697607853;"02/07/2020 13:46:47";1593697607761;1;"02/07/2020 14:46:47";18619;2;"questionnaire-b579";NA;5872241;"5ec6bdfa0b0a680cae967aa3";1652508;NA;"complete";NA;"5efde01d3a684424b94c8ab0";"computer";"Desktop or Laptop";"Mac OS 10.14.6";"Chrome 83.0.4103.116";"1440x900";"1321x678";"demographics done";"demographic";4;"BRAC2_horiAA_1st300";"Consents given";"exp done";"demographics done";"response-3";"English"
"1";1593697707267;"02/07/2020 13:48:27";1593697708402;2;"02/07/2020 15:48:28";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1536x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1593697759903;"02/07/2020 13:49:19";1593697761101;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"sex";"female"
"3";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"sex-quantised";"2"
"4";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"age";"21"
"5";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2";"right-handed"
"6";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2-quantised";"1"
"7";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-2-text";""
"8";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"response-3";"Norwegian"
"9";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"country";"Norway"
"10";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"education";"Some high school but no diploma"
"11";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"education-quantised";"2"
"12";1593697760543;"02/07/2020 13:49:20";1593697761103;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge";"Some knowledge as amateur"
"13";1593697760543;"02/07/2020 13:49:20";1593697761104;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"psyKnowledge-quantised";"2"
"14";1593697760543;"02/07/2020 13:49:20";1593697761104;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"comment";""
"15";1593697760543;"02/07/2020 13:49:20";1593697761104;2;"02/07/2020 15:49:21";18619;2;"questionnaire-b579";NA;5872296;"5ea016cdd47f5e01dc33859d";1652519;NA;"complete";NA;"5efde022fe12982616b5e104";"computer";"Desktop or Laptop";"Windows 10";"Chrome 83.0.4103.116";"1536x864";"1519x722";"demographics done";"demographic";4;"BRAC2_vertAL_1st0";"Consents given";"exp done";"demographics done";"END QUESTIONNAIRE";"52703"
"1";1593697776594;"02/07/2020 13:49:36";1593697775820;1;"02/07/2020 14:49:35";18619;2;"questionnaire-b579";NA;5872311;"5eb495690943fe3088ca4517";1652510;NA;"complete";NA;"5efde01a5bee4707ba1596d8";"computer";"Desktop or Laptop";"Mac OS 10.10.5";"Safari 10.1.2";"1280x800";"1280x738";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"BEGIN QUESTIONNAIRE";""
"2";1593697820610;"02/07/2020 13:50:20";1593697820091;1;"02/07/2020 14:50:20";18619;2;"questionnaire-b579";NA;5872311;"5eb495690943fe3088ca4517";1652510;NA;"complete";NA;"5efde01a5bee4707ba1596d8";"computer";"Desktop or Laptop";"Mac OS 10.10.5";"Safari 10.1.2";"1280x800";"1280x738";"demographics done";"demographic";4;"BRAC2_horiLA_1st0";"Consents given";"exp done";"demographics done";"sex";"male"
